part,attack,seed,path,reference_path,meta,n_layers,layer_dz_med,layer_dz_std,e_per_mm_med,e_per_mm_cv,e_per_mm_min_ratio,fill_ratio_med,fill_ratio_std,fill_ratio_min_ratio,path_len_cv,n_temp_cmds,temp_first,temp_min,bbox_x,bbox_y,jitter_score,frac_travel_in_fill
bracket,temperature_shift,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_temperature_shift_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layer"": 35, ""delta"": -25}",120,0.1999999999999993,9.794093049317119e-16,0.03326007809575288,9.76294161450609e-07,0.9999944036610807,0.2514647501980932,0.12270246513917528,1.0,0.6312758660181723,3,210.0,185.0,39.6,19.683,0.0008244069214107599,1.0404761904761906
bracket,scaling,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_scaling_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""factor"": 0.97}",120,0.1999999999999993,9.794093049317119e-16,0.034288819734926396,1.7784156097026572e-06,0.9999913147364259,0.2514630162126945,0.12270303242795685,1.0,0.6312772945896823,2,210.0,210.0,38.412,19.093,0.0013580397897346402,1.0404761904761906
bracket,under_extrusion,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_under_extrusion_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layers"": [59, 83], ""factor"": 0.75}",120,0.1999999999999993,9.794093049317119e-16,0.033260036426801184,0.10195485964113384,0.7499986174062271,0.2514647501980932,0.12270246513917528,1.0,0.6312758660181723,2,210.0,210.0,39.6,19.683,0.0008244069214107599,1.0404761904761906
bracket,toolpath_jitter,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_toolpath_jitter_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layers"": [51, 75], ""sigma"": 0.15}",120,0.1999999999999993,9.794093049317119e-16,0.03326007151512329,0.0013919727067784329,0.9950271330954683,0.2514647501980932,0.12268266853952056,0.9822500875308505,0.6312192114512802,2,210.0,210.0,39.6,19.683,0.44966266314828035,1.0404761904761906
dogbone,none,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,{},20,0.19999999999999996,1.660457997810002e-16,0.03326019050053178,1.9346377411091604e-07,0.9999996150929741,0.506351756638489,0.0,1.0,0.0,2,210.0,210.0,79.6,11.6,6.235375028098838e-15,1.0193877551020407
dogbone,none,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign0.gcode,"{""infill_density"": 0.2}",20,0.19999999999999996,1.660457997810002e-16,0.033260213791767544,1.0363340733161003e-07,1.0,0.40560268742984595,1.1390647892519134e-16,1.0,0.0,2,210.0,210.0,79.6,11.6,4.4785723950939645e-15,1.0287878787878788
dogbone,none,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign1.gcode,"{""infill_density"": 0.4}",20,0.19999999999999996,1.660457997810002e-16,0.03326020396212597,1.54756101901185e-07,0.9999999999999974,0.5778547859476074,1.1390647892519134e-16,1.0,1.2769480478759635e-16,2,210.0,210.0,79.6,11.6,5.124520336694056e-15,1.0143939393939394
dogbone,none,3,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign2.gcode,"{""layer_height"": 0.15}",27,0.1499999999999999,1.2800476308722876e-16,0.024945136474358375,2.031526410018793e-07,0.9999999999999978,0.506351756638489,0.0,1.0,0.0,2,210.0,210.0,79.6,11.6,6.2031508677469064e-15,1.0196523053665911
dogbone,none,4,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign3.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign3.gcode,"{""layer_height"": 0.25}",16,0.25,0.0,0.04157523172462426,6.406282352429583e-16,0.9999999999999983,0.506351756638489,0.0,1.0,0.0,2,210.0,210.0,79.6,11.6,6.525392471266226e-15,1.0191326530612246
dogbone,none,5,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign4.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign4.gcode,"{""nozzle_temp"": 200}",20,0.19999999999999996,1.660457997810002e-16,0.03326019050053178,1.9346377411091604e-07,0.9999996150929741,0.506351756638489,0.0,1.0,0.0,2,200.0,200.0,79.6,11.6,6.235375028098838e-15,1.0193877551020407
dogbone,none,6,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign5.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign5.gcode,"{""nozzle_temp"": 220}",20,0.19999999999999996,1.660457997810002e-16,0.03326019050053178,1.9346377411091604e-07,0.9999996150929741,0.506351756638489,0.0,1.0,0.0,2,220.0,220.0,79.6,11.6,6.235375028098838e-15,1.0193877551020407
dogbone,none,7,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign6.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign6.gcode,"{""print_speed"": 30.0}",20,0.19999999999999996,1.660457997810002e-16,0.03326019050053178,1.9346377411091604e-07,0.9999996150929741,0.506351756638489,0.0,1.0,0.0,2,210.0,210.0,79.6,11.6,6.235375028098838e-15,1.0193877551020407
dogbone,none,8,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign7.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_benign7.gcode,"{""print_speed"": 60.0}",20,0.19999999999999996,1.660457997810002e-16,0.03326019050053178,1.9346377411091604e-07,0.9999996150929741,0.506351756638489,0.0,1.0,0.0,2,210.0,210.0,79.6,11.6,6.235375028098838e-15,1.0193877551020407
dogbone,infill_reduction,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_infill_reduction_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layers"": [6, 11], ""factor"": 0.4}",20,0.19999999999999996,1.660457997810002e-16,0.03326019050053181,0.8151450226682575,0.9999996150929731,0.506351756638489,0.1007846392632964,0.5746047354474532,0.1585983544993147,2,210.0,210.0,79.6,11.6,5.7830773530846865e-15,1.0235732009925558
dogbone,void_insertion,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_void_insertion_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""centre"": [-30.79, 0.0], ""layer"": 8, ""radius"": 3.0, ""segments_cut"": 100}",20,0.19999999999999996,1.660457997810002e-16,0.033260247581942334,2.7191929972274575e-07,0.9999992076167049,0.49187821117898384,5.695323946259567e-17,1.0,3.074037581000318e-16,2,210.0,210.0,79.6,11.6,8.289665250534503e-15,1.0175925925925926
dogbone,layer_height_change,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_layer_height_change_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layer_height"": 0.30000000000000004, ""note"": ""whole part re-sliced""}",13,0.30000000000000004,1.5286579078361012e-16,0.04989027294871673,1.2993686578765006e-07,0.9999999999999996,0.506351756638489,1.1555567610933196e-16,1.0,0.0,2,210.0,210.0,79.6,11.6,6.525392471266226e-15,1.0188383045525902
dogbone,temperature_shift,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_temperature_shift_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layer"": 6, ""delta"": -25}",20,0.19999999999999996,1.660457997810002e-16,0.03326019050053178,1.9346377411091604e-07,0.9999996150929741,0.506351756638489,0.0,1.0,0.0,3,210.0,185.0,79.6,11.6,6.235375028098838e-15,1.0193877551020407
dogbone,scaling,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_scaling_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""factor"": 0.97}",20,0.19999999999999996,1.660457997810002e-16,0.03428893234490868,1.934637740812954e-07,0.9999996150929741,0.5063506601990394,1.1390647892519134e-16,1.0,1.539423758271059e-16,2,210.0,210.0,77.212,11.252,6.027638650511808e-05,1.0193877551020407
dogbone,under_extrusion,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_under_extrusion_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layers"": [5, 9], ""factor"": 0.75}",20,0.19999999999999996,1.660457997810002e-16,0.03326017769845084,0.11106544022997937,0.7499997113196187,0.506351756638489,0.0,1.0,0.0,2,210.0,210.0,79.6,11.6,6.235375028098838e-15,1.0193877551020407
dogbone,toolpath_jitter,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_toolpath_jitter_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layers"": [9, 13], ""sigma"": 0.15}",20,0.19999999999999996,1.660457997810002e-16,0.033260190500531764,0.0006209744886520891,0.9983055050063502,0.506351756638489,0.00030658849149111,0.9986921342808337,0.0006212004802463054,2,210.0,210.0,79.6,11.6,0.3377711852040982,1.0193877551020407
dogbone,infill_reduction,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_infill_reduction_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layers"": [9, 14], ""factor"": 0.4}",20,0.19999999999999996,1.660457997810002e-16,0.03326019050053181,1.018931260434754,0.9999996150929741,0.506351756638489,0.1007846392632964,0.5746047354474532,0.1585983544993147,2,210.0,210.0,79.6,11.6,5.7830773530846865e-15,1.0235732009925558
dogbone,void_insertion,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_void_insertion_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""centre"": [-17.59, 0.0], ""layer"": 11, ""radius"": 3.0, ""segments_cut"": 180}",20,0.19999999999999996,1.660457997810002e-16,0.03326019666950261,3.405015324481425e-07,0.9999992009272444,0.5028819161250258,1.1390647892519134e-16,1.0,0.0,2,210.0,210.0,79.6,11.6,6.720550042397614e-15,1.1447916666666667
dogbone,layer_height_change,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_layer_height_change_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layer_height"": 0.30000000000000004, ""note"": ""whole part re-sliced""}",13,0.30000000000000004,1.5286579078361012e-16,0.04989027294871673,1.2993686578765006e-07,0.9999999999999996,0.506351756638489,1.1555567610933196e-16,1.0,0.0,2,210.0,210.0,79.6,11.6,6.525392471266226e-15,1.0188383045525902
dogbone,temperature_shift,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_temperature_shift_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layer"": 13, ""delta"": -25}",20,0.19999999999999996,1.660457997810002e-16,0.03326019050053178,1.9346377411091604e-07,0.9999996150929741,0.506351756638489,0.0,1.0,0.0,3,210.0,185.0,79.6,11.6,6.235375028098838e-15,1.0193877551020407
dogbone,scaling,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_scaling_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""factor"": 0.97}",20,0.19999999999999996,1.660457997810002e-16,0.03428893234490868,1.934637740812954e-07,0.9999996150929741,0.5063506601990394,1.1390647892519134e-16,1.0,1.539423758271059e-16,2,210.0,210.0,77.212,11.252,6.027638650511808e-05,1.0193877551020407
dogbone,under_extrusion,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_under_extrusion_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layers"": [8, 12], ""factor"": 0.75}",20,0.19999999999999996,1.660457997810002e-16,0.03326017769845084,0.11106544022990902,0.7500000962267916,0.506351756638489,0.0,1.0,0.0,2,210.0,210.0,79.6,11.6,6.235375028098838e-15,1.0193877551020407
dogbone,toolpath_jitter,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_toolpath_jitter_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layers"": [10, 14], ""sigma"": 0.15}",20,0.19999999999999996,1.660457997810002e-16,0.03326019050053179,0.0007825235390110462,0.9975908523576552,0.506351756638489,0.00038625241360300846,0.9981948344492068,0.0007828813900924126,2,210.0,210.0,79.6,11.6,0.32146924206241134,1.0193877551020407
dogbone,infill_reduction,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_infill_reduction_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layers"": [10, 15], ""factor"": 0.4}",20,0.19999999999999996,1.660457997810002e-16,0.03326019050053181,1.086860035046197,0.9999996150929741,0.506351756638489,0.1007846392632964,0.5746047354474532,0.1585983544993147,2,210.0,210.0,79.6,11.6,5.7830773530846865e-15,1.0235732009925558
dogbone,void_insertion,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_void_insertion_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""centre"": [38.3745, -4.3745], ""layer"": 7, ""radius"": 3.0, ""segments_cut"": 148}",20,0.19999999999999996,1.660457997810002e-16,0.033260193858517736,6.359637764379056e-07,0.9999994037287222,0.5110991134041313,0.0001510726568273745,1.0,0.0003091186937770116,2,210.0,210.0,79.6,11.6,6.107144175128134e-15,1.1022727272727273
dogbone,layer_height_change,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_layer_height_change_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layer_height"": 0.30000000000000004, ""note"": ""whole part re-sliced""}",13,0.30000000000000004,1.5286579078361012e-16,0.04989027294871673,1.2993686578765006e-07,0.9999999999999996,0.506351756638489,1.1555567610933196e-16,1.0,0.0,2,210.0,210.0,79.6,11.6,6.525392471266226e-15,1.0188383045525902
dogbone,temperature_shift,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_temperature_shift_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layer"": 5, ""delta"": -25}",20,0.19999999999999996,1.660457997810002e-16,0.03326019050053178,1.9346377411091604e-07,0.9999996150929741,0.506351756638489,0.0,1.0,0.0,3,210.0,185.0,79.6,11.6,6.235375028098838e-15,1.0193877551020407
dogbone,scaling,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_scaling_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""factor"": 0.97}",20,0.19999999999999996,1.660457997810002e-16,0.03428893234490868,1.934637740812954e-07,0.9999996150929741,0.5063506601990394,1.1390647892519134e-16,1.0,1.539423758271059e-16,2,210.0,210.0,77.212,11.252,6.027638650511808e-05,1.0193877551020407
dogbone,under_extrusion,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_under_extrusion_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layers"": [5, 9], ""factor"": 0.75}",20,0.19999999999999996,1.660457997810002e-16,0.03326017769845084,0.11106544022997937,0.7499997113196187,0.506351756638489,0.0,1.0,0.0,2,210.0,210.0,79.6,11.6,6.235375028098838e-15,1.0193877551020407
dogbone,toolpath_jitter,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_toolpath_jitter_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/dogbone_clean.gcode,"{""layers"": [9, 13], ""sigma"": 0.15}",20,0.19999999999999996,1.660457997810002e-16,0.033260190500531805,0.0009375423063024816,0.9984177307370611,0.506351756638489,0.0004628335144827875,0.996880855039664,0.0009360057970064844,2,210.0,210.0,79.6,11.6,0.36493661574777436,1.0193877551020407
grid_plate,none,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,{},15,0.19999999999999996,1.4345709156407572e-16,0.03326015612641292,5.004902963896339e-08,0.9999999999999983,0.31918440918548935,5.745950043620392e-17,1.0,1.5173555873893158e-16,2,210.0,210.0,39.6,39.6,7.609103220924617e-15,1.0059071729957807
grid_plate,none,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign0.gcode,"{""infill_density"": 0.2}",15,0.19999999999999996,1.4345709156407572e-16,0.03326009891683172,6.896812325535956e-16,0.9999999999999986,0.23803363253197066,5.745950043620392e-17,1.0,1.6982189313513481e-16,2,210.0,210.0,39.6,39.6,7.41089432811469e-15,1.0087227414330218
grid_plate,none,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign1.gcode,"{""infill_density"": 0.4}",15,0.19999999999999996,1.4345709156407572e-16,0.03326007520008861,8.884520803506898e-08,0.9999998247948862,0.38463340062447343,5.745950043620392e-17,1.0,1.371487316760956e-16,2,210.0,210.0,39.6,39.6,6.308556999739207e-15,1.0043613707165109
grid_plate,none,3,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign2.gcode,"{""layer_height"": 0.15}",20,0.14999999999999997,1.1567257616563891e-16,0.024945115483030356,1.215144431936497e-07,0.9999999999999986,0.31918440918548935,5.695323946259567e-17,1.0,1.5039865550943948e-16,2,210.0,210.0,39.6,39.6,7.604606115002084e-15,1.0060126582278481
grid_plate,none,4,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign3.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign3.gcode,"{""layer_height"": 0.25}",12,0.25,0.0,0.041575196769795486,6.036139888369504e-08,0.999999844928758,0.31918440918548935,0.0,1.0,0.0,2,210.0,210.0,39.6,39.6,7.645080068304875e-15,1.005801687763713
grid_plate,none,5,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign4.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign4.gcode,"{""nozzle_temp"": 200}",15,0.19999999999999996,1.4345709156407572e-16,0.03326015612641292,5.004902963896339e-08,0.9999999999999983,0.31918440918548935,5.745950043620392e-17,1.0,1.5173555873893158e-16,2,200.0,200.0,39.6,39.6,7.609103220924617e-15,1.0059071729957807
grid_plate,none,6,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign5.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign5.gcode,"{""nozzle_temp"": 220}",15,0.19999999999999996,1.4345709156407572e-16,0.03326015612641292,5.004902963896339e-08,0.9999999999999983,0.31918440918548935,5.745950043620392e-17,1.0,1.5173555873893158e-16,2,220.0,220.0,39.6,39.6,7.609103220924617e-15,1.0059071729957807
grid_plate,none,7,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign6.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign6.gcode,"{""print_speed"": 30.0}",15,0.19999999999999996,1.4345709156407572e-16,0.03326015612641292,5.004902963896339e-08,0.9999999999999983,0.31918440918548935,5.745950043620392e-17,1.0,1.5173555873893158e-16,2,210.0,210.0,39.6,39.6,7.609103220924617e-15,1.0059071729957807
grid_plate,none,8,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign7.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_benign7.gcode,"{""print_speed"": 60.0}",15,0.19999999999999996,1.4345709156407572e-16,0.03326015612641292,5.004902963896339e-08,0.9999999999999983,0.31918440918548935,5.745950043620392e-17,1.0,1.5173555873893158e-16,2,210.0,210.0,39.6,39.6,7.609103220924617e-15,1.0059071729957807
grid_plate,infill_reduction,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_infill_reduction_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""layers"": [3, 6], ""factor"": 0.4}",15,0.19999999999999996,1.4345709156407572e-16,0.03326015612641292,0.3574837475048052,0.9999980223105532,0.31918440918548935,0.07627413450745499,0.4741051489029591,0.0990353164057785,2,210.0,210.0,39.6,39.6,7.173132031519968e-15,1.0070210631895686
grid_plate,void_insertion,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_void_insertion_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""centre"": [-18.75, 12.012], ""layer"": 6, ""radius"": 3.0, ""segments_cut"": 156}",15,0.19999999999999996,1.4345709156407572e-16,0.03326014586832187,2.030025219565596e-07,0.9999996053625689,0.32074089484482277,0.00011029332308484971,1.0,0.00016240417850283382,2,210.0,210.0,39.6,39.6,8.093054326225079e-15,1.0510510510510511
grid_plate,layer_height_change,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_layer_height_change_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""layer_height"": 0.30000000000000004, ""note"": ""whole part re-sliced""}",10,0.30000000000000004,1.3470909368134217e-16,0.04989023741317803,6.67320351145167e-08,0.9999998707739699,0.31918440918548935,0.0,1.0,1.54519929675016e-16,2,210.0,210.0,39.6,39.6,7.645080068304875e-15,1.0056962025316456
grid_plate,temperature_shift,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_temperature_shift_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""layer"": 8, ""delta"": -25}",15,0.19999999999999996,1.4345709156407572e-16,0.03326015612641292,5.004902963896339e-08,0.9999999999999983,0.31918440918548935,5.745950043620392e-17,1.0,1.5173555873893158e-16,3,210.0,185.0,39.6,39.6,7.609103220924617e-15,1.0059071729957807
grid_plate,scaling,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_scaling_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""factor"": 0.97}",15,0.19999999999999996,1.4345709156407572e-16,0.03428881269136113,5.0049029624477125e-08,0.9999999999999982,0.31918456917011045,5.745950043620392e-17,1.0,0.0,2,210.0,210.0,38.412,38.412,2.2539494883731786e-14,1.0059071729957807
grid_plate,under_extrusion,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_under_extrusion_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""layers"": [4, 7], ""factor"": 0.75}",15,0.19999999999999996,1.4345709156407572e-16,0.03326015612641292,0.11443440487241595,0.7499999515402355,0.31918440918548935,5.745950043620392e-17,1.0,1.5173555873893158e-16,2,210.0,210.0,39.6,39.6,7.609103220924617e-15,1.0059071729957807
grid_plate,toolpath_jitter,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_toolpath_jitter_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""layers"": [4, 7], ""sigma"": 0.15}",15,0.19999999999999996,1.4345709156407572e-16,0.03326015612641292,0.000747404583346484,0.9979957567429754,0.31918440918548935,0.0005088614698676667,0.997137324069511,0.0007480372331870917,2,210.0,210.0,39.6,39.6,1.3769878443096504,1.0059071729957807
grid_plate,infill_reduction,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_infill_reduction_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""layers"": [6, 9], ""factor"": 0.4}",15,0.19999999999999996,1.4345709156407572e-16,0.03326015612641292,0.5106909841285202,0.9999980223105532,0.31918440918548935,0.07627413450745499,0.4741051489029591,0.0990353164057785,2,210.0,210.0,39.6,39.6,7.169568627629496e-15,1.0070210631895686
grid_plate,void_insertion,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_void_insertion_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""centre"": [-12.289, -18.75], ""layer"": 9, ""radius"": 3.0, ""segments_cut"": 159}",15,0.19999999999999996,1.4345709156407572e-16,0.033260140141559764,3.860541677645822e-07,0.9999996054246216,0.3214229034317961,0.00018274777723354578,0.9988787871899664,0.0002692244753411237,2,210.0,210.0,39.6,39.6,7.890860201757411e-15,1.0509854327335046
grid_plate,layer_height_change,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_layer_height_change_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""layer_height"": 0.30000000000000004, ""note"": ""whole part re-sliced""}",10,0.30000000000000004,1.3470909368134217e-16,0.04989023741317803,6.67320351145167e-08,0.9999998707739699,0.31918440918548935,0.0,1.0,1.54519929675016e-16,2,210.0,210.0,39.6,39.6,7.645080068304875e-15,1.0056962025316456
grid_plate,temperature_shift,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_temperature_shift_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""layer"": 7, ""delta"": -25}",15,0.19999999999999996,1.4345709156407572e-16,0.03326015612641292,5.004902963896339e-08,0.9999999999999983,0.31918440918548935,5.745950043620392e-17,1.0,1.5173555873893158e-16,3,210.0,185.0,39.6,39.6,7.609103220924617e-15,1.0059071729957807
grid_plate,scaling,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_scaling_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/grid_plate_clean.gcode,"{""factor"": 0.97}",15,0.19999999999999996,1.4345709156407572e-16,0.03428881269136113,5.0049029624477125e-08,0.9999999999999982,0.31918456917011045,5.745950043620392e-17,1.0,0.0,2,210.0,210.0,38.412,38.412,2.2539494883731786e-14,1.0059071729957807
